loan_id,customer_id,disbursement_date,loan_amount,interest_rate,term_months,product_type_id,channel_id,dsa_id,region_id,loan_status,total_received,credit_score,created_at,updated_at
LN000217,32671,9/22/23,27000000,23.21,48,1,1,1841,3,Approved,52066800,High,9/22/23 2:41,10/5/23 2:41
LN000218,35184,8/20/23,108000000,21.15,12,2,3,1173,1,Approved,130842000,High,8/20/23 3:08,9/9/23 3:08
LN000219,52107,3/3/23,469000000,9.83,48,2,3,676,3,Charged-off,653410800,Medium,3/3/23 6:48,3/13/23 6:48
LN000220,96202,5/7/23,453000000,14.96,12,1,2,426,3,Approved,520768800,Medium,5/7/23 23:14,5/24/23 23:14
LN000221,61663,4/26/23,205000000,13.46,12,1,1,1732,3,Approved,232593000,Low,4/26/23 4:57,5/10/23 4:57
LN000222,25708,2/2/23,118000000,24.31,60,1,3,1080,1,Approved,261429000,Medium,2/2/23 13:18,3/4/23 13:18
LN000223,59811,6/23/23,146000000,20.98,48,3,1,708,2,Approved,268523200,High,6/23/23 12:55,6/27/23 12:55
LN000224,12811,1/11/23,268000000,7.15,48,2,1,713,1,Approved,344648000,High,1/11/23 3:25,1/27/23 3:25
LN000225,66250,10/29/23,267000000,8.37,60,2,2,1656,3,Approved,378739500,Low,10/29/23 3:17,10/29/23 3:17
LN000226,82082,10/11/23,175000000,19.04,48,2,2,230,1,Approved,308280000,Medium,10/11/23 11:26,11/9/23 11:26
LN000227,44754,4/28/23,373000000,8.2,12,1,3,787,1,Approved,403586000,Medium,4/28/23 18:20,5/3/23 18:20
LN000228,21411,10/29/23,68000000,24.01,36,2,2,2104,3,Approved,116980400,High,10/29/23 9:24,11/5/23 9:24
LN000229,12911,4/23/23,262000000,24.86,60,1,3,1407,1,Charged-off,587666000,Medium,4/23/23 18:53,5/10/23 18:53
LN000230,77270,1/4/23,284000000,20.57,60,3,2,86,1,Approved,576094000,High,1/4/23 11:33,2/1/23 11:33
LN000231,93763,2/6/23,174000000,5.54,36,1,2,802,1,Approved,202918800,Medium,2/6/23 19:08,2/18/23 19:08
LN000232,18680,12/29/23,167000000,14.65,12,1,3,1417,1,Approved,191465500,Low,12/29/23 1:36,1/8/24 1:36
LN000233,94896,11/20/23,410000000,13.12,36,1,3,401,3,Approved,571376000,Low,11/20/23 11:42,12/3/23 11:42
LN000234,93879,1/31/23,417000000,20.99,48,3,2,297,1,Approved,767113200,High,1/31/23 5:33,2/5/23 5:33
LN000235,81295,4/28/23,351000000,10.74,36,2,3,1056,3,Approved,464092200,High,4/28/23 13:37,5/11/23 13:37
LN000236,98614,2/4/23,345000000,12.72,60,2,3,539,2,Approved,564420000,Medium,2/4/23 8:13,2/5/23 8:13
LN000237,21111,1/17/23,229000000,6.87,24,1,3,864,1,Approved,260464600,High,1/17/23 6:21,1/17/23 6:21
LN000238,47504,6/19/23,150000000,11.85,48,1,2,480,3,Approved,221100000,High,6/19/23 22:27,7/6/23 22:27
LN000239,11802,2/6/23,128000000,24.48,36,2,1,1903,3,Approved,222003200,High,2/6/23 4:04,2/6/23 4:04
LN000240,18155,9/21/23,127000000,23.84,36,1,3,838,1,Approved,217830400,Low,9/21/23 3:48,10/2/23 3:48
LN000241,83656,5/2/23,77000000,20.01,12,1,3,1500,3,Approved,92407700,High,5/2/23 20:16,5/20/23 20:16
LN000242,49384,5/23/23,375000000,23.15,48,3,3,1241,3,Approved,722250000,Medium,5/23/23 22:23,6/9/23 22:23
LN000243,57254,12/9/23,259000000,9.22,12,2,3,999,1,Approved,282879800,High,12/9/23 13:45,12/9/23 13:45
LN000244,31918,9/6/23,45000000,17.44,60,2,3,663,1,Approved,84240000,Low,9/6/23 1:06,9/27/23 1:06
LN000245,95981,4/20/23,419000000,15,60,3,2,1075,1,Approved,733250000,High,4/20/23 10:04,5/17/23 10:04
LN000246,70713,10/4/23,490000000,13.45,12,2,3,261,1,Approved,555905000,High,10/4/23 15:31,10/7/23 15:31
LN000247,40306,3/9/23,79000000,11.5,48,1,3,657,2,Approved,115340000,Medium,3/9/23 23:20,4/5/23 23:20
LN000248,26646,10/20/23,316000000,22.33,12,3,3,2024,1,Approved,386562800,High,10/20/23 22:56,11/5/23 22:56
LN000249,56843,10/23/23,474000000,14.69,12,2,2,1612,1,Approved,543630600,Medium,10/23/23 5:25,11/16/23 5:25
LN000250,26371,8/31/23,214000000,19.48,48,2,3,1354,3,Approved,380748800,Low,8/31/23 5:00,9/17/23 5:00
LN000251,87371,5/5/23,396000000,19.12,60,1,1,1286,3,Approved,774576000,Medium,5/5/23 0:37,5/21/23 0:37
LN000252,12049,8/31/23,121000000,7.72,24,1,2,1600,1,Approved,139682400,Medium,8/31/23 10:42,8/31/23 10:42
LN000253,41616,7/28/23,195000000,5.98,12,3,3,179,3,Approved,206661000,Low,7/28/23 7:42,7/28/23 7:42
LN000254,30932,4/8/23,131000000,21.8,12,1,1,583,2,Approved,159558000,High,4/8/23 20:30,4/30/23 20:30
LN000255,39855,2/18/23,282000000,14.81,36,2,3,1325,3,Approved,407292600,Medium,2/18/23 16:03,2/25/23 16:03
LN000256,71434,2/19/23,79000000,21.2,48,1,3,1457,1,Approved,145992000,Low,2/19/23 23:08,2/19/23 23:08
LN000257,82694,12/4/23,147000000,10.94,36,2,3,1899,1,Approved,195245400,Low,12/4/23 0:14,12/4/23 0:14
LN000258,53016,8/9/23,391000000,22.24,60,2,3,805,3,Approved,825792000,Medium,8/9/23 16:14,8/19/23 16:14
LN000259,17400,7/1/23,20000000,21.62,36,2,1,1609,1,Approved,32972000,Medium,7/1/23 16:17,7/30/23 16:17
LN000260,52642,8/5/23,271000000,12.63,48,2,1,1174,1,Approved,407909200,High,8/5/23 9:18,8/11/23 9:18
LN000261,25151,7/30/23,477000000,13.23,12,3,1,540,3,Approved,540107100,Medium,7/30/23 12:24,8/13/23 12:24
LN000262,61407,8/28/23,388000000,12.02,12,1,3,165,1,Approved,434637600,Low,8/28/23 9:30,9/14/23 9:30
LN000263,76690,1/28/23,151000000,5.7,24,2,2,1467,2,Approved,168214000,Medium,1/28/23 10:06,2/1/23 10:06
LN000264,14499,12/11/23,230000000,18.75,60,2,1,1809,3,Charged-off,445625000,Medium,12/11/23 16:23,12/28/23 16:23
LN000265,16295,12/1/23,336000000,10.45,12,2,3,1171,1,Approved,371112000,Medium,12/1/23 23:49,12/13/23 23:49
LN000266,69040,11/27/23,108000000,22.68,36,2,3,1004,1,Approved,181483200,Medium,11/27/23 1:56,12/24/23 1:56
LN000267,22183,2/20/23,282000000,22.95,24,1,3,2,1,Approved,411438000,Medium,2/20/23 18:09,3/8/23 18:09
LN000268,39299,2/1/23,315000000,19.45,24,2,3,1296,2,Approved,437535000,Low,2/1/23 23:10,2/24/23 23:10
LN000269,22874,7/26/23,211000000,8.63,60,3,2,1000,3,Approved,302046500,Medium,7/26/23 23:10,8/10/23 23:10
LN000270,42711,6/23/23,210000000,6.79,24,1,3,2114,2,Charged-off,238518000,Medium,6/23/23 4:41,7/13/23 4:41
LN000271,15539,2/25/23,121000000,21.33,48,1,3,1633,1,Approved,224237200,High,2/25/23 21:51,3/2/23 21:51
LN000272,63351,5/8/23,120000000,22.86,36,1,2,813,1,Approved,202296000,Low,5/8/23 6:42,6/2/23 6:42
LN000273,71267,4/9/23,201000000,12.04,24,2,2,2069,3,Approved,249400800,Medium,4/9/23 2:43,5/2/23 2:43
LN000274,58354,4/8/23,257000000,12.06,12,3,3,1179,1,Approved,287994200,Medium,4/8/23 15:08,4/28/23 15:08
LN000275,12557,10/2/23,106000000,12.81,36,2,1,962,1,Charged-off,146735800,High,10/2/23 2:10,10/29/23 2:10
LN000276,48360,8/18/23,122000000,21.55,60,2,1,37,2,Approved,253455000,High,8/18/23 9:52,9/7/23 9:52
LN000277,92018,3/13/23,256000000,19.14,24,1,1,88,3,Approved,353996800,Medium,3/13/23 13:19,3/17/23 13:19
LN000278,12200,8/5/23,51000000,7.44,36,1,3,1010,3,Approved,62383200,Low,8/5/23 2:30,8/6/23 2:30
LN000279,78497,4/4/23,191000000,17.69,12,1,3,1511,2,Approved,224787900,Medium,4/4/23 21:04,5/3/23 21:04
LN000280,56975,5/23/23,430000000,5.2,24,1,1,1192,2,Approved,474720000,High,5/23/23 19:32,6/16/23 19:32
LN000281,31357,8/25/23,388000000,19.21,60,2,2,892,3,Approved,760674000,Medium,8/25/23 11:34,8/31/23 11:34
LN000282,87505,5/8/23,141000000,20.29,60,1,1,1083,3,Approved,284044500,Low,5/8/23 8:19,5/8/23 8:19
LN000283,12869,2/8/23,473000000,21.3,60,1,1,968,2,Approved,976745000,Medium,2/8/23 19:40,2/22/23 19:40
LN000284,71135,8/15/23,341000000,17.51,24,2,3,387,2,Charged-off,460418200,High,8/15/23 9:17,8/17/23 9:17
LN000285,60108,10/9/23,32000000,8.61,24,1,3,1406,1,Approved,37510400,High,10/9/23 14:22,10/10/23 14:22
LN000286,48467,2/20/23,351000000,20.87,24,2,1,1295,3,Approved,497507400,Medium,2/20/23 16:35,3/19/23 16:35
LN000287,33328,1/26/23,109000000,23,12,2,2,874,1,Approved,134070000,High,1/26/23 13:13,2/12/23 13:13
LN000288,96831,11/30/23,421000000,17.68,60,2,3,268,3,Charged-off,793164000,Medium,11/30/23 13:55,12/2/23 13:55
LN000289,13987,10/4/23,70000000,10.5,36,1,1,2138,3,Approved,92050000,Medium,10/4/23 4:30,11/1/23 4:30
LN000290,68871,1/8/23,383000000,8.59,36,2,1,252,1,Approved,481699100,Medium,1/8/23 13:54,2/1/23 13:54
LN000291,32399,2/17/23,102000000,9.63,24,1,3,567,1,Approved,121645200,Medium,2/17/23 6:08,3/2/23 6:08
LN000292,56214,5/2/23,389000000,5.34,60,2,2,644,1,Charged-off,492863000,High,5/2/23 8:28,5/20/23 8:28
LN000293,96416,3/27/23,189000000,5.2,60,3,3,1923,1,Approved,238140000,High,3/27/23 11:09,4/19/23 11:09
LN000294,80271,7/28/23,410000000,10.94,24,1,3,1693,3,Approved,499708000,Medium,7/28/23 23:59,8/2/23 23:59
LN000295,54064,9/6/23,312000000,23.46,12,3,2,1486,2,Approved,385195200,Medium,9/6/23 19:40,10/6/23 19:40
LN000296,80091,9/4/23,165000000,17.43,36,1,3,1662,1,Approved,251278500,High,9/4/23 12:49,9/9/23 12:49
LN000297,50818,4/20/23,211000000,12.72,36,1,3,2128,3,Approved,291517600,Low,4/20/23 0:05,4/26/23 0:05
LN000298,55525,7/25/23,229000000,5.22,48,3,2,1574,3,Approved,276815200,Medium,7/25/23 12:24,8/21/23 12:24
LN000299,29830,1/31/23,428000000,24.79,24,2,2,431,3,Approved,640202400,Medium,1/31/23 7:55,2/22/23 7:55
LN000300,27429,3/26/23,336000000,14.12,36,3,3,1310,1,Approved,478329600,Low,3/26/23 0:27,4/13/23 0:27
LN000301,16893,7/14/23,89000000,24.83,36,2,2,2188,1,Approved,155296100,High,7/14/23 4:42,7/28/23 4:42
LN000302,89909,1/2/23,136000000,19.4,12,1,1,2139,1,Approved,162384000,Medium,1/2/23 13:07,1/14/23 13:07
LN000303,57333,7/19/23,228000000,6.02,24,2,3,761,2,Approved,255451200,High,7/19/23 2:30,8/18/23 2:30
LN000304,13436,5/16/23,163000000,22.18,24,3,1,858,3,Approved,235306800,High,5/16/23 18:14,6/5/23 18:14
LN000305,84290,8/21/23,240000000,15.61,36,2,1,928,3,Approved,352392000,High,8/21/23 10:16,9/2/23 10:16
LN000306,86213,5/27/23,145000000,14.05,36,1,3,7,1,Approved,206117500,High,5/27/23 0:33,6/1/23 0:33
LN000307,15895,8/5/23,467000000,20.16,60,1,1,54,3,Approved,937736000,High,8/5/23 4:25,8/8/23 4:25
LN000308,29738,12/23/23,68000000,20.5,48,3,1,1987,3,Approved,123760000,Medium,12/23/23 12:45,1/3/24 12:45
LN000309,40746,10/12/23,209000000,20.93,36,2,3,766,1,Approved,340231100,Medium,10/12/23 16:35,10/20/23 16:35
LN000310,59377,12/5/23,45000000,20.21,24,2,2,346,1,Approved,63189000,Medium,12/5/23 18:57,12/7/23 18:57
LN000311,58404,9/7/23,140000000,17.83,60,1,2,827,3,Approved,264810000,High,9/7/23 15:18,9/18/23 15:18
LN000312,64045,3/21/23,431000000,18.51,12,2,2,780,3,Charged-off,510778100,Low,3/21/23 0:12,4/17/23 0:12
LN000313,49790,4/8/23,172000000,22.17,24,1,2,869,3,Charged-off,248264800,Medium,4/8/23 7:22,4/30/23 7:22
LN000314,15600,6/1/23,91000000,18.81,60,2,1,1959,3,Approved,176585500,High,6/1/23 13:15,6/3/23 13:15
LN000315,50764,4/22/23,417000000,7.03,24,2,2,82,1,Charged-off,475630200,Medium,4/22/23 17:38,5/10/23 17:38
LN000316,84543,1/30/23,71000000,17.91,24,2,2,963,1,Approved,96432200,High,1/30/23 13:41,2/16/23 13:41
LN000317,55714,10/24/23,68000000,8.4,24,1,2,1688,3,Approved,79424000,High,10/24/23 1:39,10/25/23 1:39
LN000318,66835,10/5/23,128000000,5.29,36,2,2,1916,1,Approved,148313600,High,10/5/23 11:17,10/19/23 11:17
LN000319,83744,2/1/23,228000000,9.28,36,3,2,2016,2,Approved,291475200,Medium,2/1/23 1:46,2/1/23 1:46
LN000320,66491,6/10/23,300000000,8.09,48,1,3,684,1,Approved,397080000,Medium,6/10/23 13:25,7/6/23 13:25
LN000321,28589,1/30/23,342000000,7.04,12,2,2,1356,1,Approved,366076800,Medium,1/30/23 8:04,2/23/23 8:04
LN000322,53484,1/26/23,53000000,9.3,12,1,2,1927,3,Approved,57929000,Medium,1/26/23 1:25,2/16/23 1:25
LN000323,92989,10/27/23,203000000,16.27,36,3,1,1691,1,Approved,302084300,Low,10/27/23 13:31,11/24/23 13:31
LN000324,46212,9/2/23,339000000,8.03,24,1,2,720,3,Approved,393443400,Medium,9/2/23 13:30,9/6/23 13:30
LN000325,53525,9/15/23,47000000,10.59,24,1,3,287,3,Approved,56954600,Medium,9/15/23 8:08,9/29/23 8:08
LN000326,57202,9/29/23,283000000,21.99,60,1,2,2059,2,Approved,594158500,High,9/29/23 14:48,10/22/23 14:48
LN000327,42635,3/22/23,207000000,22.76,60,3,3,77,1,Approved,442566000,Low,3/22/23 0:17,3/26/23 0:17
LN000328,73208,1/30/23,304000000,11.66,60,2,1,2045,1,Charged-off,481232000,High,1/30/23 12:39,2/18/23 12:39
LN000329,43828,9/18/23,165000000,22.98,12,2,2,2144,3,Approved,202917000,Medium,9/18/23 1:30,10/9/23 1:30
LN000330,28711,2/11/23,348000000,16.71,12,2,3,1597,3,Approved,406150800,Medium,2/11/23 4:24,2/16/23 4:24
LN000331,13420,4/6/23,402000000,9.53,60,1,1,1638,3,Approved,593553000,High,4/6/23 18:07,5/2/23 18:07
LN000332,10301,2/5/23,24000000,20.09,60,1,3,2060,2,Approved,48108000,Low,2/5/23 21:52,3/3/23 21:52
LN000333,55236,11/1/23,347000000,23.44,60,3,3,1555,1,Approved,753684000,High,11/1/23 2:59,11/23/23 2:59
LN000334,76235,2/4/23,468000000,18.18,12,1,3,1273,3,Approved,553082400,Medium,2/4/23 22:05,2/23/23 22:05
LN000335,64240,12/12/23,73000000,9.03,36,1,1,1536,1,Approved,92775700,High,12/12/23 21:36,12/21/23 21:36
LN000336,75726,5/1/23,252000000,6.72,24,3,3,258,2,Approved,285868800,High,5/1/23 14:38,5/28/23 14:38
LN000337,20492,7/26/23,128000000,9.59,36,3,3,637,3,Approved,164825600,Low,7/26/23 9:04,8/21/23 9:04
LN000338,16102,3/3/23,327000000,11.77,12,3,1,729,1,Charged-off,365487900,Medium,3/3/23 0:16,4/1/23 0:16
LN000339,60336,10/19/23,338000000,11.67,12,1,3,1053,3,Approved,377444600,Low,10/19/23 21:17,10/23/23 21:17
LN000340,95314,5/7/23,134000000,14.97,60,1,2,1011,3,Approved,234299000,Medium,5/7/23 18:36,5/28/23 18:36
LN000341,36641,10/24/23,136000000,15.1,36,1,3,1896,1,Approved,197608000,Low,10/24/23 20:03,11/10/23 20:03
LN000342,44584,11/1/23,370000000,14.43,12,1,3,764,3,Approved,423391000,Medium,11/1/23 4:07,11/14/23 4:07
LN000343,42745,1/21/23,421000000,11.88,48,2,3,1636,1,Charged-off,621059200,High,1/21/23 0:22,1/27/23 0:22
LN000344,33093,11/14/23,457000000,7.14,36,1,3,90,3,Charged-off,554889400,Medium,11/14/23 7:23,11/24/23 7:23
LN000345,76105,2/11/23,54000000,13.37,36,2,1,19,3,Approved,75659400,High,2/11/23 20:01,2/28/23 20:01
LN000346,61885,8/3/23,453000000,24.72,12,2,3,1900,3,Approved,564981600,Medium,8/3/23 1:29,8/27/23 1:29
LN000347,46631,12/3/23,335000000,18.08,24,2,3,1131,3,Approved,456136000,Medium,12/3/23 20:13,12/30/23 20:13
LN000348,82991,10/26/23,95000000,13.8,12,1,2,997,1,Approved,108110000,Medium,10/26/23 4:02,11/2/23 4:02
LN000349,14014,10/17/23,165000000,6.67,36,2,1,1352,3,Approved,198016500,High,10/17/23 5:37,10/26/23 5:37
LN000350,21093,9/25/23,135000000,9.26,48,1,3,1144,3,Approved,185004000,Medium,9/25/23 2:00,10/13/23 2:00
LN000351,28070,6/11/23,229000000,16.49,36,1,2,621,3,Approved,342286300,Low,6/11/23 8:05,6/16/23 8:05
LN000352,45777,5/14/23,80000000,14.96,12,2,3,1227,1,Approved,91968000,High,5/14/23 21:48,6/5/23 21:48
LN000353,66958,4/15/23,227000000,5.38,60,3,1,1696,3,Approved,288063000,Medium,4/15/23 0:59,5/13/23 0:59
LN000354,92074,12/9/23,295000000,6.72,24,1,3,1007,3,Approved,334648000,High,12/9/23 4:53,12/21/23 4:53
LN000355,20729,6/10/23,450000000,12.12,36,2,3,674,3,Approved,613620000,Medium,6/10/23 12:27,6/16/23 12:27
LN000356,55017,5/3/23,261000000,7.82,48,1,3,1683,3,Approved,342640800,High,5/3/23 4:37,5/20/23 4:37
LN000357,76320,5/16/23,266000000,24.16,48,3,2,1853,3,Charged-off,523062400,Medium,5/16/23 0:47,6/3/23 0:47
LN000358,37751,7/22/23,493000000,5.68,48,3,2,71,1,Approved,605009600,Low,7/22/23 20:45,8/15/23 20:45
LN000359,88069,3/9/23,85000000,24.48,24,1,3,571,2,Approved,126616000,Medium,3/9/23 8:57,4/6/23 8:57
LN000360,64748,12/10/23,125000000,18.13,36,3,3,1078,3,Approved,192987500,Medium,12/10/23 11:34,12/30/23 11:34
LN000361,15801,11/27/23,49000000,13.14,60,2,3,951,3,Approved,81193000,High,11/27/23 5:23,12/23/23 5:23
LN000362,29190,6/3/23,381000000,15.79,12,1,1,1039,2,Approved,441159900,Medium,6/3/23 23:30,6/20/23 23:30
LN000363,59689,8/23/23,444000000,13.2,36,3,2,1397,3,Approved,619824000,High,8/23/23 6:49,9/7/23 6:49
LN000364,60993,6/11/23,465000000,16.46,36,1,2,856,3,Approved,694617000,Low,6/11/23 15:42,7/1/23 15:42
LN000365,39592,2/7/23,256000000,8.04,60,3,2,960,3,Approved,358912000,High,2/7/23 12:39,2/27/23 12:39
LN000366,20647,1/5/23,238000000,7.4,24,1,3,1268,2,Approved,273224000,High,1/5/23 19:24,1/13/23 19:24
LN000367,18716,8/23/23,261000000,15.57,12,2,3,1901,3,Approved,301637700,High,8/23/23 15:57,9/11/23 15:57
LN000368,98891,11/15/23,114000000,6.43,12,1,3,1703,3,Approved,121330200,Medium,11/15/23 23:45,11/25/23 23:45
LN000369,97545,10/16/23,106000000,10.85,12,2,3,1045,1,Approved,117501000,Medium,10/16/23 20:23,10/27/23 20:23
LN000370,99912,2/21/23,322000000,23.54,36,1,3,812,1,Approved,549396400,High,2/21/23 12:30,3/12/23 12:30
LN000371,80316,2/7/23,87000000,22.52,60,2,2,1022,2,Approved,184962000,Medium,2/7/23 7:53,2/9/23 7:53
LN000372,12368,10/3/23,422000000,21.63,60,1,3,1418,3,Charged-off,878393000,Medium,10/3/23 3:49,10/4/23 3:49
LN000373,87575,4/20/23,263000000,15.14,24,1,3,1836,3,Approved,342636400,Medium,4/20/23 19:36,5/9/23 19:36
LN000374,16655,9/17/23,157000000,5.56,60,1,3,1072,1,Approved,200646000,High,9/17/23 22:09,9/21/23 22:09
LN000375,80031,5/16/23,92000000,7.43,60,2,3,1955,3,Approved,126178000,Low,5/16/23 6:22,6/9/23 6:22
LN000376,86429,3/9/23,143000000,23.39,12,1,1,2185,3,Approved,176447700,Medium,3/9/23 13:23,4/2/23 13:23
LN000377,97922,6/28/23,233000000,21.73,24,2,1,356,3,Approved,334261800,Medium,6/28/23 1:25,7/21/23 1:25
LN000378,65766,2/5/23,290000000,12.53,60,3,1,195,2,Approved,471685000,Medium,2/5/23 1:41,2/12/23 1:41
LN000379,23403,5/6/23,487000000,19.58,60,2,3,1670,2,Approved,963773000,High,5/6/23 21:16,6/5/23 21:16
LN000380,42097,7/9/23,366000000,22.09,60,1,1,1963,3,Charged-off,770247000,Medium,7/9/23 18:12,7/16/23 18:12
LN000381,88657,5/26/23,21000000,17.41,60,1,2,2182,3,Approved,39280500,High,5/26/23 14:41,6/6/23 14:41
LN000382,20966,3/22/23,257000000,22.07,12,1,3,2093,1,Approved,313719900,Medium,3/22/23 1:28,4/2/23 1:28
LN000383,62921,8/13/23,110000000,9.89,36,2,3,568,2,Approved,142637000,Medium,8/13/23 4:32,9/9/23 4:32
LN000384,59726,10/6/23,364000000,14.24,24,1,1,1655,1,Approved,467667200,High,10/6/23 15:49,10/22/23 15:49
LN000385,60300,12/27/23,371000000,16.58,36,3,1,1126,3,Approved,555535400,Medium,12/27/23 11:54,1/12/24 11:54
LN000386,32677,6/4/23,53000000,17.62,12,1,1,560,1,Approved,62338600,Low,6/4/23 16:49,6/15/23 16:49
LN000387,65609,11/10/23,113000000,24.74,36,1,1,202,3,Approved,196868600,High,11/10/23 10:04,11/24/23 10:04
LN000388,66661,12/1/23,424000000,21.92,60,3,3,1942,1,Approved,888704000,Medium,12/1/23 22:34,12/28/23 22:34
LN000389,41024,9/28/23,168000000,6.11,24,2,3,1794,1,Approved,188529600,Medium,9/28/23 10:58,10/28/23 10:58
LN000390,80313,1/5/23,127000000,8.38,60,1,1,1299,1,Charged-off,180213000,Medium,1/5/23 8:47,1/9/23 8:47
LN000391,63006,12/8/23,143000000,18.14,24,2,2,1928,3,Approved,194880400,Low,12/8/23 9:19,1/5/24 9:19
LN000392,25338,10/11/23,77000000,9.81,36,1,1,1748,3,Approved,99661100,Medium,10/11/23 21:30,10/27/23 21:30
LN000393,78027,6/3/23,130000000,8.18,60,3,3,1028,3,Approved,183170000,Medium,6/3/23 20:09,6/23/23 20:09
LN000394,90135,12/6/23,79000000,18.33,12,3,3,679,1,Approved,93480700,High,12/6/23 4:40,12/13/23 4:40
LN000395,29508,2/23/23,146000000,15.73,60,1,2,1816,2,Charged-off,260829000,High,2/23/23 1:29,3/3/23 1:29
LN000396,13051,3/10/23,422000000,21.1,48,3,3,1167,2,Charged-off,778168000,Medium,3/10/23 10:53,3/22/23 10:53
LN000397,58747,5/16/23,71000000,11.39,12,2,2,1148,1,Approved,79086900,Low,5/16/23 9:45,6/5/23 9:45
LN000398,97142,3/1/23,277000000,11.59,24,1,3,2118,3,Approved,341208600,High,3/1/23 19:00,3/7/23 19:00
LN000399,97235,2/24/23,267000000,8.01,48,1,2,1093,3,Approved,352546800,High,2/24/23 20:38,3/16/23 20:38
LN000400,64021,10/11/23,461000000,18.05,60,1,3,171,2,Approved,877052500,High,10/11/23 9:36,10/27/23 9:36
LN000401,76412,3/21/23,340000000,19.18,60,1,3,1826,3,Approved,666060000,Medium,3/21/23 23:40,4/16/23 23:40
LN000402,68335,5/20/23,130000000,7.77,60,1,2,1092,1,Approved,180505000,Medium,5/20/23 9:44,6/8/23 9:44
LN000403,66179,5/25/23,339000000,10.08,60,1,2,2017,1,Approved,509856000,High,5/25/23 11:14,5/28/23 11:14
LN000404,42093,11/6/23,42000000,8.09,48,2,1,949,2,Approved,55591200,Medium,11/6/23 7:41,12/4/23 7:41
LN000405,79678,4/18/23,411000000,19.95,12,1,3,1203,3,Approved,492994500,Low,4/18/23 17:32,5/1/23 17:32
LN000406,90738,6/25/23,108000000,9.18,48,3,1,1353,2,Approved,147657600,High,6/25/23 3:05,6/27/23 3:05
LN000407,49734,4/15/23,291000000,8.04,12,2,1,1157,2,Approved,314396400,Medium,4/15/23 4:14,5/6/23 4:14
LN000408,82615,12/18/23,169000000,6.4,36,3,3,773,1,Approved,201448000,Medium,12/18/23 19:01,1/6/24 19:01
LN000409,83523,11/21/23,401000000,21.63,36,3,1,1843,3,Approved,661208900,Medium,11/21/23 0:33,11/21/23 0:33
LN000410,27019,5/16/23,55000000,7.48,12,2,1,632,3,Charged-off,59114000,High,5/16/23 21:31,5/27/23 21:31
LN000411,93613,9/16/23,121000000,5.59,12,2,1,1054,3,Charged-off,127763900,Medium,9/16/23 19:09,9/26/23 19:09
LN000412,96672,9/8/23,52000000,6.29,12,3,3,526,1,Charged-off,55270800,Medium,9/8/23 4:07,10/8/23 4:07
LN000413,83847,5/9/23,142000000,12.34,36,3,2,1538,3,Approved,194568400,High,5/9/23 18:42,6/7/23 18:42
LN000414,92750,1/27/23,454000000,16.93,12,1,3,52,3,Approved,530862200,Medium,1/27/23 20:19,2/13/23 20:19
LN000415,89634,2/17/23,477000000,12.96,12,2,3,269,3,Approved,538819200,Medium,2/17/23 13:17,3/4/23 13:17
LN000416,38251,11/21/23,299000000,14.11,48,2,2,1728,3,Approved,467755600,High,11/21/23 11:52,12/2/23 11:52
LN000417,35945,8/5/23,209000000,23.39,24,2,3,285,2,Approved,306770200,High,8/5/23 21:28,8/11/23 21:28
LN000418,42217,5/22/23,391000000,20.18,60,2,3,1991,3,Approved,785519000,Low,5/22/23 11:57,5/22/23 11:57
LN000419,18308,1/23/23,139000000,11.82,60,2,2,1917,1,Approved,221149000,Medium,1/23/23 18:04,2/14/23 18:04
LN000420,15949,1/2/23,189000000,8.09,48,2,3,530,1,Approved,250160400,Medium,1/2/23 7:12,1/22/23 7:12
LN000421,61990,6/20/23,240000000,19.98,12,1,1,1587,1,Approved,287952000,High,6/20/23 9:40,6/24/23 9:40
LN000422,11150,3/8/23,374000000,16.47,24,2,3,1825,1,Charged-off,497195600,Medium,3/8/23 9:39,3/26/23 9:39
LN000423,99480,11/23/23,496000000,24.24,48,3,3,1284,2,Approved,976921600,High,11/23/23 11:16,12/6/23 11:16
LN000424,84740,5/15/23,374000000,23.17,24,1,2,313,1,Approved,547311600,Medium,5/15/23 13:35,5/17/23 13:35
LN000425,76617,3/24/23,161000000,16.27,36,1,3,750,1,Approved,239584100,Medium,3/24/23 13:51,4/1/23 13:51
LN000426,26896,8/15/23,223000000,6.4,24,2,3,1734,3,Approved,251544000,Low,8/15/23 5:21,9/7/23 5:21
LN000427,56175,10/10/23,270000000,5.62,48,2,2,896,3,Approved,330696000,Low,10/10/23 5:43,10/28/23 5:43
LN000428,17805,12/28/23,326000000,21.75,60,3,3,795,3,Approved,680525000,High,12/28/23 20:22,1/16/24 20:22
